"id","nama","email","id_kelas","token","password"
"33","Avery Carter","avery.car@stis.ac.id","17",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"34","Ethan Adams","ethan.ada@stis.ac.id","17",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"35","Grace Baker","grace.bak@stis.ac.id","18",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"36","Joseph Gonzalez","joseph.go@stis.ac.id","18",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"37","Aria Nelson","aria.nels@stis.ac.id","19",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"38","Samuel Mitchell","samuel.mi@stis.ac.id","19",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"39","Scarlett Perez","scarlett.@stis.ac.id","20",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"40","Carter Roberts","carter.ro@stis.ac.id","20",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"41","Aiden Turner","aiden.tur@stis.ac.id","21",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"42","Penelope Phillips","penelope.@stis.ac.id","21",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"43","Wyatt Evans","wyatt.eva@stis.ac.id","22",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"44","Riley Stewart","riley.ste@stis.ac.id","22",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"45","Gabriel Sanchez","gabriel.s@stis.ac.id","23",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"46","Zoey Butler","zoey.butl@stis.ac.id","23",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"47","John Torres","john.torr@stis.ac.id","24",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"48","Addison Rivera","addison.r@stis.ac.id","24",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"49","Isaac Reed","isaac.ree@stis.ac.id","25",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"50","Aubrey Campbell","aubrey.ca@stis.ac.id","25",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"51","Julian Flores","julian.fl@stis.ac.id","26",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"52","Madison Ward","madison.w@stis.ac.id","26",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"53","Christopher Wood","christoph@stis.ac.id","27",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"54","Hannah Cooper","hannah.co@stis.ac.id","27",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"55","Joshua Ortiz","joshua.or@stis.ac.id","28",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"56","Ella Morris","ella.morr@stis.ac.id","28",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"57","Andrew Rogers","andrew.ro@stis.ac.id","29",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"58","Stella Bailey","stella.ba@stis.ac.id","29",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"59","Nathan Coleman","nathan.co@stis.ac.id","30",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"60","Ariana Richardson","ariana.ri@stis.ac.id","30",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"61","Christian Gray","christian@stis.ac.id","31",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"62","Maya Murphy","maya.murp@stis.ac.id","31",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"63","Landon Rivera","landon.ri@stis.ac.id","32",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"64","Claire Reed","claire.re@stis.ac.id","32",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"65","Aaron James","aaron.jam@stis.ac.id","33",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"66","Grace Bell","grace.bel@stis.ac.id","33",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"67","Levi Price","levi.price@stis.ac.id","34",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"68","Zoey Ross","zoey.ross@stis.ac.id","34",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"69","Jonathan Howard","jonathan.@stis.ac.id","35",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"70","Ellie Watson","ellie.wat@stis.ac.id","35",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"71","Jaxon Brooks","jaxon.bro@stis.ac.id","36",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"72","Aaliyah Bennett","aaliyah.b@stis.ac.id","36",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"73","Julian Perry","julian.pe@stis.ac.id","37",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"74","Layla Sanders","layla.san@stis.ac.id","37",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"75","Caleb Nelson","caleb.nel@stis.ac.id","38",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"76","Nora Foster","nora.fost@stis.ac.id","38",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"77","Dylan Ramirez","dylan.ram@stis.ac.id","39",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"78","Audrey Simmons","audrey.si@stis.ac.id","39",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"79","Grayson Long","grayson.l@stis.ac.id","40",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"80","Skylar Russell","skylar.ru@stis.ac.id","40",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"81","Josiah Powell","josiah.po@stis.ac.id","41",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"82","Paisley Alexander","paisley.a@stis.ac.id","41",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"83","Eli Brooks","eli.brook@fav.ac.id","42",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"84","Brooklyn Hayes","brooklyn.@stis.ac.id","42",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"85","Luke Kim","luke.kimm@stis.ac.id","43",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"86","Savannah Barnes","savannah.@stis.ac.id","43",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"87","Angel Torres","angel.tor@stis.ac.id","44",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"88","Arianna Griffin","arianna.g@stis.ac.id","44",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"89","Nicholas Price","nicholas.@stis.ac.id","45",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"90","Violet Perry","violet.pe@stis.ac.id","45",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"91","Lincoln Henderson","lincoln.h@stis.ac.id","46",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"92","Bella Fisher","bella.fis@stis.ac.id","46",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"93","Cameron Murphy","cameron.m@stis.ac.id","47",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"94","Clara Coleman","clara.col@stis.ac.id","47",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"95","Jordan Kelly","jordan.ke@stis.ac.id","48",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"96","Ruby Gomez","ruby.gome@stis.ac.id","48",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"97","Xavier Howard","xavier.ho@stis.ac.id","49",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"98","Autumn Washington","autumn.wa@stis.ac.id","49",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"99","Dominic Foster","dominic.f@stis.ac.id","50",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"100","Serenity Diaz","serenity.@stis.ac.id","50",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"101","Jace Rivera","jace.rive@stis.ac.id","51",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"102","Naomi Ward","naomi.war@stis.ac.id","51",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"103","Ian Bell","ian.belll@stis.ac.id","52",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"104","Eva Collins","eva.colli@stis.ac.id","52",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"105","Colton Patterson","colton.pa@stis.ac.id","53",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"106","Isabelle Bryant","isabelle.@stis.ac.id","53",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"107","Tristan Powell","tristan.p@stis.ac.id","54",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"108","Jasmine Parker","jasmine.p@stis.ac.id","54",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"109","Carson Cooper","carson.co@stis.ac.id","55",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"110","Aurora Young","aurora.yo@stis.ac.id","55",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"111","Thomas Hayes","thomas.ha@stis.ac.id","56",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"112","Caroline Cook","caroline.@stis.ac.id","56",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"113","Ryder Rogers","ryder.rog@stis.ac.id","57",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"114","Lillian Mitchell","lillian.m@stis.ac.id","57",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"115","Cooper Gray","cooper.gr@stis.ac.id","58",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"116","Willow Bailey","willow.ba@stis.ac.id","58",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"117","Josie Simmons","josie.sim@stis.ac.id","59",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"118","Bryson Flores","bryson.fl@stis.ac.id","59",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"119","Kinsley Butler","kinsley.b@stis.ac.id","60",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"
"120","Asher Murphy","asher.mur@stis.ac.id","60",,"$2y$10$DedgP2WL.91HvRI2mrFkyuxDL06bdUp9rDJw.U7TVA/47K.YbhFfC"



